,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,logo,course_organization_img,course_title_img
684,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://pythongeeks.org/wp-content/uploads/2021/07/Python-Data-Structures.jpg
685,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://www.tutorialgateway.org/wp-content/uploads/Python-Dictionary-popitem-Example.png
686,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41k,,https://download.logo.wine/logo/Hong_Kong_University_of_Science_and_Technology/Hong_Kong_University_of_Science_and_Technology-Logo.wine.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~python-statistics-financial-analysis/XDP~COURSE!~python-statistics-financial-analysis.jpeg
687,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://www.mappingskills.com/img/course/800x508/python-ds-ai.jpg
688,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1.5m,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1196/9781119638292.jpg
689,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69k,,https://www.shorttermprograms.com/images/cache/600_by_314/uploads/institution-logos/university-of-amsterdam.png,https://cdn.sketchbubble.com/pub/media/catalog/product/optimized1/3/0/30b19fee04bcfbdc18697f74129f971dc070b033a0790053fff7d4c1fefbed52/quantitative-research-methods-mc-slide1.png
690,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3k,,https://content.energage.com/company-images/DV19/SE79838/SE79838_logo_orig.png,http://www.elcamino.edu/student/studentservices/LGBTQIAresources/images/gendersexuality.png
691,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://www.i2tutorials.com/wp-content/media/2020/05/R-PROGRAMMING-LANGUAGE-i2tutorials.jpg
692,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7.7k,,https://centerfortotalhealth.org/wp-content/uploads/IFTF_logo.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-futures-thinking/XDP~COURSE!~introduction-to-futures-thinking.jpeg
693,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29k,,https://openclipart.org/image/2400px/svg_to_png/173167/UMN-Logo.png,https://miro.medium.com/max/2728/1*CZB-SI_MUXYxVIECjch1uw.png
694,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35k,,https://openclipart.org/image/2400px/svg_to_png/173167/UMN-Logo.png,https://www.tinypulse.com/hs-fs/hubfs/Recruitment__Onboarding_infographic.jpg?width=975&name=Recruitment__Onboarding_infographic.jpg
695,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo.png,https://techvidvan.com/tutorials/wp-content/uploads/sites/2/2020/08/Reinforcement-Learning-in-ML-TV.jpg
696,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~renewable-energy-entrepreneurship/XDP~COURSE!~renewable-energy-entrepreneurship.jpeg
697,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5.2k,,https://www.capitainestudy.fr/wp-content/uploads/2020/09/essec-logo-scaled.jpg,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~reporting-extra-financier-strategie-rse/XDP~COURSE!~reporting-extra-financier-strategie-rse.jpeg
698,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7.2k,,https://content.energage.com/company-images/DV19/SE79838/SE79838_logo_orig.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~requirements-engineering-secure-software/XDP~SPECIALIZATION!~requirements-engineering-secure-software.jpeg
699,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16k,,http://www.acumen-pr.net/wp-content/uploads/2016/10/The-UoE-logo.jpg,http://blogs.bournemouth.ac.uk/research/files/2016/05/data-management.png
700,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15k,,https://openclipart.org/image/2400px/svg_to_png/173167/UMN-Logo.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~resilience-in-children/XDP~COURSE!~resilience-in-children.jpeg
701,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170k,,https://www.chead.ac.uk/wp-content/uploads/2016/12/Goldsmiths.jpg,https://www.mtwebsol.com/wp-content/uploads/2018/03/responsive-web-design-mt-web-sol.png
702,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36k,,http://vrlearninglab.nl/wp-content/uploads/2016/11/Leiden_University_seal.svg_.png,https://legalbots.in/uploads/courses/course_images/International_Law.jpg
703,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17k,,https://logodownload.org/wp-content/uploads/2015/02/unicamp-logo-grande.png,https://image.slidesharecdn.com/revisosistemticagesmeprofa-131016125516-phpapp02/95/reviso-sistemtica-da-literatura-51-638.jpg?cb=1388430401
704,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://www.nasa.gov/sites/default/files/thumbnails/image/valkyrie-robot-4.jpg
705,Roman Architecture,Yale University,COURSE,4.9,Beginner,30k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,"https://www.thoughtco.com/thmb/j11uAdvCMvuBpIrpxwaf-Noou0E=/3864x2577/filters:fill(auto,1)/pantheon--rome--italy-870287362-5a87671b6bf06900375c06f2.jpg"
706,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3.2k,,https://qalata.com/wp-content/uploads/2018/11/peterstate3.png,https://www.iknowmyabc.com/wp-content/uploads/2020/08/Russian-Alphabet-Chart-Free-Image-Download.jpg
707,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7k,,https://qalata.com/wp-content/uploads/2018/11/peterstate3.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~russian-a1-part1/XDP~COURSE!~russian-a1-part1.jpeg
708,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33k,,https://www.capitainestudy.fr/wp-content/uploads/2020/09/essec-logo-scaled.jpg,https://mooc-francophone.com/wp-content/uploads/2016/03/R%C3%A9ussir-le-changement-1140x597.jpg
709,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370k,,http://logos-download.com/wp-content/uploads/2016/05/SAS_logo_Scandinavian_Airlines.png,https://i2.cdn.turner.com/money/dam/assets/121024122005-81-best-jobs-sas-programmer-gallery-horizontal.jpg
710,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2.6k,,http://logos-download.com/wp-content/uploads/2016/05/SAS_logo_Scandinavian_Airlines.png,https://gdm-catalog-fmapi-prod.imgix.net/ProductScreenshot/15ac4dc2-2f1f-4de2-a170-d3b6e058be5c.png?auto=format&q=50&fit=fill
711,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.ytimg.com/vi/sTiWTx0ifaM/maxresdefault.jpg
712,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5.6k,,https://remakelearning.org/wp-content/uploads/2014/07/wvu_logo-WP-1500x1000.png,https://www.yesware.com/wp-content/uploads/2021/08/yeware-sales-operations-manager-pillars.png
713,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16k,,https://trainingmatchmaker.com/wp-content/uploads/2020/06/Hubspot-Academy-Logo.jpg,https://i.pinimg.com/originals/d4/82/d0/d482d0b6da02e8cd32212029ef61a33b.png
714,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6.8k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://i.pinimg.com/originals/23/70/f3/2370f30df3533a8bc7ed37fbd6e55fda.png
715,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12k,,https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/Northwestern_University.jpg,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/bc88f04b1811e4b7b3612cbe9b32d7/front-cover-edited.jpg
716,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9.1k,,https://content.energage.com/company-images/DV19/SE79838/SE79838_logo_orig.png,https://i.pinimg.com/originals/98/30/bd/9830bd1d00f2bca13eadcdf00153c6bf.png
717,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,http://www.su.edu/arts/files/2013/09/exercise-science-stock.jpg
718,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://marketbusinessnews.com/wp-content/uploads/2018/11/SEO-Search-Engine-Optimization.jpg
719,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6.4k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.pinimg.com/originals/05/20/dd/0520dd16cc626cd4e52ea5cf35991db8.png
720,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14k,,http://vrlearninglab.nl/wp-content/uploads/2016/11/Leiden_University_seal.svg_.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~security-safety-globalized-world/XDP~COURSE!~security-safety-globalized-world.jpeg
721,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,,https://logodownload.org/wp-content/uploads/2021/06/google-cloud-logo-1.png,https://cdn.comparitech.com/wp-content/uploads/2020/11/Ultimate-Guide_-Google-Cloud-Platform-Security.jpg
722,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://d1nz104zbf64va.cloudfront.net/dt/a/o/self-driving-cars-when-we-will-have-them.jpg
723,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14k,,https://venturebeat.com/wp-content/uploads/2017/06/ddbrg0vuwaelmop.jpg?fit=930%2C590&strip=all,https://deeplearningmath.org/images/type_sequence_Modeling.png
724,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110k,,http://revistaeducacionvirtual.com/wp-content/uploads/2016/09/universidad-de-los-andes-logo.png,https://www.lavanguardia.com/libros/images/posters/2006/12/9789586958615-image.jpg
725,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/us/2019-12-14_24_800px-California_College_of_the_Arts_seal.svg.png,https://coursera-course-photos.s3.amazonaws.com/7e/d71b2003f711e59ea3675a5f12d8ce/Kearney_Course_Logo_small.jpg
726,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~site-reliability-engineering-slos/XDP~COURSE!~site-reliability-engineering-slos.jpeg
727,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18k,,https://www.gpb.org/sites/default/files/styles/flexheight/public/2021-05/usg.png?itok=FIU8stXN,https://www.6sigma.us/wp-content/uploads/2013/09/GreenBelt.jpg
728,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15k,,https://www.gpb.org/sites/default/files/styles/flexheight/public/2021-05/usg.png?itok=FIU8stXN,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~six-sigma-organization-advanced/XDP~COURSE!~six-sigma-organization-advanced.jpeg
729,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e5/eeed00477311e5a77cddb1106b4133/sleep.png
730,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22k,,https://study-eu.s3.amazonaws.com/uploads/university/ecole-polytechnique-f-d-rale-de-lausanne-458-logo.png,https://www.researchgate.net/profile/Cesar_Guevara8/publication/343577759/figure/fig2/AS:923316915294211@1597147315853/Illustration-of-an-IoT-based-Smart-City-where-all-services-are-connected-into-the-grid.ppm
731,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13k,,https://www.bourses-etudiants.ma/wp-content/uploads/2018/05/cbs_logo_vertical_blue_rgb-378x628.png,https://www.okbu.edu/obumagazine/wp-content/uploads/2017/11/social-990x556.jpg
732,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130k,,https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/Northwestern_University.jpg,https://www.intouchcrm.com/wp-content/uploads/2018/01/Success-in-Social-Media-April-7-2016.jpg
733,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://cdn.my-mooc.com/media/cache/catalog_product_360x200/mooc/logo/1306fcb97180517df5427c01e1e132fbff873c4d.png
734,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4.2k,,http://pluspng.com/img-png/columbia-university-logo-png--1200.png,https://image1.slideserve.com/1674546/social-policy-n.jpg
735,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220k,,https://www.onlinepsychologydegree.info/wp-content/uploads/2019/11/wesleyan-university.jpg,https://images.squarespace-cdn.com/content/v1/5a3ec222ace86460cd92e58a/1554053838591-QXCDU45KW3ZPPONHV4BL/ke17ZwdGBToddI8pDm48kNvT88LknE-K9M4pGNO0Iqd7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UbeDbaZv1s3QfpIA4TYnL5Qao8BosUKjCVjCf8TKewJIH3bqxw7fF48mhrq5Ulr0Hg/social-psychology-animated-word-cloud-text-design-animation_he2pllw9e_thumbnail-full08.jpg
736,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://i.pinimg.com/originals/e1/23/5b/e1235b6c950fd9a048fa16fe1ce20ecb.png
737,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://skywell.software/wp-content/uploads/2019/07/software-architecture-patterns.png
738,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34k,,https://openclipart.org/image/2400px/svg_to_png/173167/UMN-Logo.png,https://atories.com/wp-content/uploads/2020/06/Software-Development-Life-Cycle-1024x1015.jpg
739,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://datarob.com/content/images/2019/08/SDLC-stages.png
740,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://image.slidesharecdn.com/productmanagement-betterswconforlandonov14ss-160330232738/95/software-product-management-optimizing-what-to-develop-6-638.jpg?cb=1459381003
741,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k,,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/State_University_of_New_York_seal.svg/1200px-State_University_of_New_York_seal.svg.png,https://coastalsolar.com/wp-content/uploads/2016/02/Solar-Basics-2-1024x791.jpg
742,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k,,https://www.professors.directory/gallery/86__cnu.jpg,"https://fiverr-res.cloudinary.com/t_main1,q_auto,f_auto,q_auto,f_auto/gigs/317688604/original/1780e7127ddac00a9f6b4cf45b5e4a6aec260a73.jpg"
743,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k,,http://www.mendoza.edu.ar/wp-content/uploads/2019/07/CRECE_CON_GOOGLE_MZA.jpg,https://topcursosgratis.online/wp-content/uploads/2022/11/certificado-profesional-de-google-soporte-de-tecnologias-de-la-informacion.jpg
744,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://i5.walmartimages.com/asr/8ccdee56-dc32-445d-a5ad-8417de22b326.e4e78a55342a53c052a797b44ca701dd.jpeg?odnWidth=1000&odnHeight=1000&odnBg=ffffff
745,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.pinimg.com/736x/5e/aa/fe/5eaafef62ae7690a3fe2c98be4032505.jpg
746,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,https://i.pinimg.com/originals/b6/75/68/b6756867d93c9d43b2193494d81510f1.png
747,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k,,https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/Northwestern_University.jpg,https://www.marketing91.com/wp-content/uploads/2018/07/SPORTS-MARKETING-4.jpg
748,Sports and Society,Duke University,COURSE,4.8,Mixed,16k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,"https://www.thoughtco.com/thmb/VW6A3A91rtasZdmd8LAamvWDchs=/3863x2578/filters:fill(auto,1)/fans-cheering-at-american-football-game-526298451-591b792f3df78cf5fa6c6cd8.jpg"
749,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://i.ytimg.com/vi/z7x1aaZ03xU/maxresdefault.jpg
750,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://i.pinimg.com/originals/0f/39/fa/0f39fabaf8638d2d2a5e82823f31f034.png
751,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k,,https://logos-download.com/wp-content/uploads/2020/06/Imperial_College_London_Logo.png,https://www.durhamcool.com/wp-content/uploads/2021/04/657A37B7-503B-42BB-A1C5-3C6B3F828BF7_4_5005_c.jpeg
752,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://www.cleveroad.com/images/article-previews/python-and-machine-learning-statistics.png
753,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,http://staffmobility.eu/sites/default/files/statistics_with_r_0.png
754,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://images-na.ssl-images-amazon.com/images/I/41urfLkXV4L._SY346_.jpg
755,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k,,https://www.capitainestudy.fr/wp-content/uploads/2020/09/essec-logo-scaled.jpg,https://c8.alamy.com/comp/2M6HTH1/text-sign-showing-research-and-analysis-business-overview-strategic-thinking-and-decision-making-existing-or-new-2M6HTH1.jpg
756,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://image1.slideserve.com/1713073/3-sequential-games-and-business-strategy-l.jpg
757,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://image.slideserve.com/1285003/exercise-of-effective-strategic-leadership-l.jpg
758,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k,,https://www.bourses-etudiants.ma/wp-content/uploads/2018/05/cbs_logo_vertical_blue_rgb-378x628.png,https://www.lblstrategies.com/wp-content/uploads/2019/01/Strategic_Management_Process_Detail_Concept_12.jpg
759,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k,,https://www.bourses-etudiants.ma/wp-content/uploads/2018/05/cbs_logo_vertical_blue_rgb-378x628.png,https://cdn.sketchbubble.com/pub/media/catalog/product/optimized1/b/d/bd194156637227d1d663b3528ea143cec18afa59cdba00ed27be68f431121ca4/strategic-innovation-slide1.png
760,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k,,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fa/0b3fb0640711e8b77e73d0990f7c82/180.png?auto=format%2Ccompress&dpr=1&w=180&h=180,http://seminar-bagus.com/wp-content/uploads/2016/08/Strategic-Sales-Management.jpg
761,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k,,http://www.mq.edu.au/newsroom/wp-content/uploads/2015/04/MQ_MAS_VER_RGB_POS.png,https://kisovboris.com/wp-content/uploads/2020/10/Coursera-YVGDM343SFNY-1536x1187.png
762,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k,,https://logos-download.com/wp-content/uploads/2018/01/IESE_Business_School_Logo.png,https://westref.com.au/wp-content/uploads/2019/03/sustainability_infographic.png
763,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k,,https://venturebeat.com/wp-content/uploads/2017/06/ddbrg0vuwaelmop.jpg?fit=930%2C590&strip=all,https://opengraph.githubassets.com/d8efe2a049ba6a92554b79270b996a5ad9bc1af84a789b3dbfa3329aa88c32a1/ooleksyuk/Structuring-Machine-Learning-Projects
764,Success,University of Pennsylvania,COURSE,4.8,Beginner,38k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://badisoch.in/wp-content/uploads/2020/11/success.jpg
765,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://i.ytimg.com/vi/XFqByvouAos/maxresdefault.jpg
766,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://www.leva.co.nz/wp-content/uploads/2019/10/publichealthgrants-2018-level-of-public-health-related-study.jpg
767,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k,,http://seekvectorlogo.com/wp-content/uploads/2020/09/rutgers-the-state-university-of-new-jersey-vector-logo.png,https://miro.medium.com/max/3032/0*yrX4gmO0GVa36txO.jpg
768,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k,,https://info.nyif.com/wp-content/uploads/2020/06/NYIF_Logo_Primary_RGB_HigherRes.png,https://i.pinimg.com/originals/1e/60/2b/1e602b4c5ca7bee58c3bf95327084586.png
769,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k,,http://seekvectorlogo.com/wp-content/uploads/2020/09/rutgers-the-state-university-of-new-jersey-vector-logo.png,https://www.premiumgraduate.com.au/wp-content/uploads/2017/06/Logistics.jpg
770,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k,,http://seekvectorlogo.com/wp-content/uploads/2020/09/rutgers-the-state-university-of-new-jersey-vector-logo.png,https://blog.udemy.com/wp-content/uploads/2014/05/bigstock-Supply-Chain-Management-Word-C-60364574.jpg
771,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k,,http://seekvectorlogo.com/wp-content/uploads/2020/09/rutgers-the-state-university-of-new-jersey-vector-logo.png,https://media.goldsim.com/Images/Web/Applications/Areas/Business/AutoSupplyChain.png
772,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,https://i.pinimg.com/originals/e2/ae/0a/e2ae0add46c49cef5e46415d9bc9f4da.jpg
773,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k,,https://cedilprogramme.org/wp-content/uploads/2019/10/UCL-Institute-of-Education.jpg,https://s3.gomedia.ws/wp-content/uploads/sites/54/2020/03/03123325/readinghelp.jpeg
774,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Maryland_College_Park_logo.jpg,https://i0.wp.com/www.questionpro.com/blog/wp-content/uploads/2018/09/Survey-Data-Collection-and-Analysis.jpg?fit=992%2C594&ssl=1
775,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k,,http://web.math.ku.dk/~holm/images/logo3.png,http://sdghelpdesk.unescap.org/sites/default/files/2018-06/university%20of%20copenhagen.jpg
776,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k,,https://biz.prlog.org/LearnQuest/logo.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~swift-5-ios-app-developer/XDP~SPECIALIZATION!~swift-5-ios-app-developer.jpeg
